date,aircraft_type,registration,operator,fatalities,location,category,narrative,aircraft_damage,phase,nature,departure_airport,destination_airport,other_fatalities,msn,fatalities_breakdown,aircraft_type_detailed,operator_detailed,location_detailed,country,class,class_name,confidence_score
13-Jan-20,Airbus A320-214,OH-LXD,Finnair,0,Helsinki-Vantaa Airport (HEL/EFHK),non,"A cabin crew member fell down from Finnair Airbus 320-214, flight AY450, rear door after morning flight from Oulu to Helsinki and sustained serious injuries.  They had stepped back on to the steps to confirm a passenger bus could move off, but the signal had already been given (the bus was waiting for another aircraft to pass) and as she stepped back onto the aircraft the stairs drove off.",,Standing,Passenger - Scheduled,Oulu Airport (OUL/EFOU),Helsinki-Vantaa Airport (HEL/EFHK),0,1588,Fatalities: 0 / Occupants:,Airbus A320-214,Finnair,Helsinki-Vantaa Airport (HEL/EFHK) -Finland,,LOC-G,Loss of control - ground,1
3-Feb-20,Boeing 747-412 (BCF),N703CK,Kalitta Air,0,"Los Angeles International Airport, CA (LAX)",sub,"Kalitta Air Flight 368, a Boeing 747-412BCF, struck a trash bin on takeoff from runway 25R at Los Angeles Airport, USA. The takeoff was aborted and the aircraft came to a stop on the runway near taxiway B6. The tower controller reported there was ""an excessive smoke"" coming from the nose gear. The flight crew shut down the aircraft on the runway to allow ARFF to inspect the aircraft. It appeared that both tyres of the nose gear had blown as result.Weather reported to the crew during the clearance for takeoff was Wind 330 at 14 knots, gusting to 26 knots.The accident aircraft was ferried to Kalitta's Oscoda Airport Storage and Maintenance Base on March 5, 2020.Probable Cause: An unavoidable collision with a garbage dumpster that had blown into the path of the airplane during the takeoff roll.","Substantial, repaired",Take off,Cargo,"Los Angeles International Airport, CA (LAX/KLAX)","Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL)",0,24226/809,Fatalities: 0 / Occupants: 7,Boeing 747-412 (BCF),Kalitta Air,"Los Angeles International Airport, CA (LAX) -United States of America",,BIRD,Birdstrike,1
3-Feb-20,Boeing 767-375ER,C-GHOZ,Air Canada,0,Madrid-Barajas Adolfo Suárez Airport (MAD),min,"Air Canada as flight 837, a Boeing 767-300ER, took off from runway 36L Madrid-Barajas Adolfo SuÃ¡rez Airport (MAD/LEMD), Spain.During the take-off run, the tire tread from the left rear wheel of the left main gear detached and some fragments of the tyre were ingested by the number 1 engine. The crew continued the takeoff, shut down engine no.1 and requested to return to the airport while declaring an emergency.Due to maximum landing weight considerations, the flight crew decided to hold at 8000 feet for several hours to consume fuel.In the meantime the landing gear was inspected by a Spanish Air Force McDonnell Douglas EF-18M Hornet fighter aircraft. The pilot of the Hornet confirmed one of the tyres was blown.Subsequently, a safe landing was carried out at 19:06 LT.The aircraft was repaired and resumed service on 14 February 2020.Causes/Contributing factors:The investigation has determined that the incident involving the C-GHOZ aircraft was caused by the presence of a sharp foreign object (FOD) on runway 36L at Madrid-Adolfo SuÃ¡rez Airport, which punctured tyre number 5 on its left main landing gear and resulted in the explosion of the tyre and other secondary failures.","Minor, repaired",Take off,Passenger - Scheduled,Madrid-Barajas Adolfo SuÃ¡rez Airport (MAD/LEMD),"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",0,24087/249,Fatalities: 0 / Occupants: 138,Boeing 767-375ER,Air Canada,Madrid-Barajas Adolfo SuÃ¡rez Airport (MAD) -Spain,,BIRD,Birdstrike,1
27-Feb-20,Dassault Falcon 50,N951DJ,private,0,"Toronto-Buttonville Airport, ON (YKZ)",w/o,"The cabin of a parked Dassault Falcon 50 jet was consumed by fire at Toronto-Buttonville Airport, Canada.The aircraft was parked on the apron at the time. A chainlink perimeter fence was cut and an empty jerry can was found at the base of the aircraft's left-hand forward door.","Destroyed, written off",Standing,-,-,-,0,38,Fatalities: 0 / Occupants: 0,Dassault Falcon 50,private,"Toronto-Buttonville Airport, ON (YKZ) -Canada",,RAMP,Ground Handling,1
2-May-20,Beechcraft B200 Super King Air,C-GSAE,Province of Saskatchewan Ministry of Central Services,0,"SE of Lloydminster Airport, AB (YLL)",sub,"A Beech B200 of Province of Saskatchewan Ministry of Central Services, was conducting air ambulance operations from Lloydminster (CYLL) to Saskatoon (CYXE). Shortly after departure from CYLL and while climbing through 4000 feet ASL the flight crew heard a loud thump and the aircraft began shuddering. Using the wing de-ice inspection lighting, the flight crew wasable to identify some damage to the left wing and assumed the aircraft struck a bird. The flight crew decided to return to CYLL and arranged a visual approach with the Area Control Center. An emergency was not declared. The aircraft returned to CYLL and landed uneventfully. There were no injuries. The aircraft received significant left wing leading edge damage due to a bird strike.","Substantial, repaired",Initial climb,Ambulance,"Lloydminster Airport, AB (YLL/CYLL)","Saskatoon Airport, SK (YXE/CYXE)",0,BB-1748,Fatalities: 0 / Occupants:,Beechcraft B200 Super King Air,Province of Saskatchewan Ministry of Central Services,"SE of Lloydminster Airport, AB (YLL) -Canada",,BIRD,Birdstrike,1
4-May-20,Learjet 25D,LV-WOC,Dos Mil Aerosistema,0,"San Fernando Airport, BA (FDO)",sub,"An explosion occurred on a Learjet 25D ambulance jet while being serviced on the apron at San Fernando Airport, Argentina.The aircraft was being prepared for emergency medical flights on behalf of the Tierra del Fuego government with the servicing of the oxygen system when the explosion took place in the rear fuselage.",Substantial,Standing,-,-,-,0,25-269,Fatalities: 0 / Occupants: 0,Learjet 25D,Dos Mil Aerosistema,"San Fernando Airport, BA (FDO) -Argentina",,SCF-PP,Failure or malfunction of an aircraft system or component - related to powerplant,1
9-May-20,Ilyushin Il-78,no reg.,Libyan Air Force,0,Tripoli-Mitiga International Airport (MJI),w/o,"Several aircraft were damaged in mortar attacks at Tripoli-Mitiga International Airport, Libya. Forces loyal to Libyan general Khalifa Haftar were responsible for that attack.Among the damaged aircraft was a Ilyushin Il-78 with a white tail and an ""LAAF"" marking. The fuselage burned out after being hit.","Destroyed, written off",Standing,Military,-,-,0,0093493799 ?,Fatalities: 0 / Occupants: 0,Ilyushin Il-78,Libyan Air Force,Tripoli-Mitiga International Airport (MJI) -Libya,,GCOL,Ground Collision,1
9-May-20,Learjet 60XR,5A-UAE,United Aviation,0,Tripoli-Mitiga International Airport (MJI),w/o,"Several aircraft were damaged in mortar attacks at Tripoli-Mitiga International Airport, Libya. Forces loyal to Libyan general Khalifa Haftar were responsible for that attack.Among the damaged aircraft was Learjet 60XR 5A-UAE. The fuselage burned out after being hit.","Destroyed, written off",Standing,-,-,-,0,60-385,Fatalities: 0 / Occupants: 0,Learjet 60XR,United Aviation,Tripoli-Mitiga International Airport (MJI) -Libya,,GCOL,Ground Collision,1
16-May-20,Let L-410MA,RA-67066,Unknown,0,Ulang Airstrip,sub,"A Let L-410 suffered a runway excursion during takeoff from Ulang, South Sudan.The aircraft veered to the left, hit a building with its left wing then came down to a stop in the middle of the village next to the airstrip.The aircraft suffered damage to the left-hand wing tip, left-hand main gear bay, no.1 propeller tips, nose code",Substantial,Take off,Unknown,Ulang Airstrip,,0,750501,Fatalities: 0 / Occupants: 2,Let L-410MA,Unknown,Ulang Airstrip -South Sudan,,RE,Runway excursion,1
26-May-20,Beechcraft 200 Super King Air,,private,0,"near Morocoy, Quintana Roo",w/o,"A Beechcraft 200 Super King Air was found at an illegal airstrip near Morocoy, Mexico, by law enforcement officers. The aircraft likely had been used to transport narcotics. It had been set afire and the main fuselage was consumed.","Destroyed, written off",Standing,Illegal Flight,,,0,,Fatalities: 0 / Occupants: 0,Beechcraft 200 Super King Air,private,"near Morocoy, Quintana Roo -Mexico",,OTHR,Other,1
30-May-20,Antonov An-2,,Taraz Zhana Alem,0,Urzhar Airport (UZR),sub,"An Antonov An-2 suffered severe damage after a fire broke out while the aircraft was parked on the apron at Urzhar Airport, Kazakhstan. The aircraft had just completed an ambulance flight and there were no persons on board.The fire broke out at 15:31, six minutes after landing, and was contained at 15:50.",Substantial,Standing,Ambulance,Semipalatinsk Airport (PLX/UASS),Urzhar Airport (UZR/UASU),0,,Fatalities: 0 / Occupants: 0,Antonov An-2,Taraz Zhana Alem,Urzhar Airport (UZR) -Kazakhstan,,SCF-PP,Failure or malfunction of an aircraft system or component - related to powerplant,1
30-May-20,Beechcraft 200 Super King Air,,private,0,Región Costa Montaña ?,w/o,A Beechcraft 200 Super King Air was burned down by Venezuelan National Armed Forces after it was found at an illegal airstrip within Venezuela.The aircraft had been used in drug trafficking. Local media assume the aircraft was found in the RegiÃ³n Costa MontaÃ±a.,"Destroyed, written off",Standing,Illegal Flight,,,0,,Fatalities: 0 / Occupants: 0,Beechcraft 200 Super King Air,private,RegiÃ³n Costa MontaÃ±a ? -Venezuela,,OTHR,Other,1
9-Jun-20,Beechcraft 1900D,C-GSLX,Sunwest Aviation,0,"near Lac la Biche (CYLB), AB",sub,"Sunwest Aviation Ltd. Beech 1900D, was operating as flight CNK448 from Conklin/Leismer (CET2), AB to Lac la Biche (CYLB), AB with 2 crew on board. While on initial approach over the lake, the aircraft struck a pelican at 1500 feet above ground. There were no handling or system anomalies and the aircraft continued to an uneventful landing. A post flight inspection revealed significant damage to the right wing inboard leading edge.","Substantial, repaired",Approach,Unknown,"Conklin/Leismer (CET2), AB","Lac la Biche (CYLB), AB",0,UE-264,Fatalities: 0 / Occupants: 2,Beechcraft 1900D,Sunwest Aviation,"near Lac la Biche (CYLB), AB -Canada",,BIRD,Birdstrike,1
15-Jun-20,Grumman G-1159 Gulfstream II,N27SL,private,1,"Machiques de Perijá, Zulia",w/o,A Gulfstream II jet on an illegal drug trafficking flight reportedly crashed while landing on an illegal airstrip. Venezuelan armed forces reported having subsequently 'neutralized' the aircraft.Local media reports indicate that one Mexican national was killed and one was transported to hospital with injuries.,"Destroyed, written off",Standing,Illegal Flight,,,0,84,Fatalities: 1 / Occupants: 2,Grumman G-1159 Gulfstream II,private,"Machiques de PerijÃ¡, Zulia -Venezuela",,GCOL,Ground Collision,1
16-Jun-20,Embraer ERJ-145EP,G-SAJS,Loganair,0,Aberdeen International Airport (ABZ/EGPD),min,"DHC-8-402Q G-JECK had been stored at Aberdeen Airport (Aberdeen) since mid-March 2020, following the previous operator (Flybe) ceasing trading. On 16 June 2020, the aircraft was to be flown empty to Weeze Airport, Germany where it was to be placed back into storage.Prior to boarding the aircraft, the pilots had checked that wheel chocks were fitted to the mainwheels and nosewheels. In the cockpit, the parking brake lever was confirmed as being set to the park position and whilst the commander reviewed the aircraft technical log, the co-pilot started the APU. The pilots checked the cockpit multi-function display (MFD) and noted that the fluid quantities of the hydraulic systems were adequate. Neither pilot noticed what the park brake hydraulic system pressure was indicating on the MFD, but this was not required to be checked until the end of the aircraft power-on checks and prior to starting the first engine.The representative of the aircraftâs owner and the dispatcher then proceeded to remove the chocks from all wheels. The pilots, onboard the aircraft, had not seen the chocks being removed.About 15 minutes after the chocks had been removed, the commander exited the aircraft to start his walkaround inspection. This included visual checks of the nosewheel tyres and the park brake accumulator pressure gauge, which indicated about 500 psi. Whilst the commander spoke with the engineers, the co-pilot then carried out a walkaround inspection.Neither pilot had authorised the removal of any wheel chocks, and neither noticed that all the wheel chocks had been removed during the walkaround.As the pilots completed the load sheet, the dispatcher boarded the aircraft via the forward left cabin door and stood near the cockpit entrance. The owner representative then noticed that the aircraft was starting to move forward and shouted to the dispatcher who alerted the pilots. Both pilots applied the toe brakes and the commander moved the park brake lever off and back to park twice, but the aircraft continued to roll forward. The commander recalled that, as the aircraft had started to move, he had noticed that the park brake hydraulic system pressure on the MFD was 0 psi. The commander also tried to steer using the tiller, but the aircraft did not respond.Having seen the aircraft start to move, the three engineers left their vehicle and ran to the adjacent right landing gear, where they tried to stop the aircraft by pushing and pulling against its main strut. As the representative ran to the vehicle to get some chocks, the dispatcher jumped from the cabin door and moved to the left gear where he pushed against its strut. However, the aircraft continued to gather speed as it crossed Taxiway D whilst heading towards the parked and empty aircraft, Embraer ERJ-145EP G-SAJS. The dispatcher then ran to the front of the aircraft, where he was joined by one of the engineers, who tried to slow the aircraft by pushing against the aircraft nose. A few second later, the engineers and dispatcher ran clear of G-JECK as it approached G-SAJS.At a ground speed of about 5 kt, G-JECK struck the underside of G-SAJS's No 2 engine, causing its right landing gear to be lifted clear of the ground. G-JECK came to a stop with the No 2 engine of G-SAJS resting on top of its forward fuselage. There were no injuries.=AAIB Conclusion:=G-JECK rolled across Taxiway D from its parking position and struck G-SAJS because the nosewheel chocks had been inadvertently removed, and the hydraulic pressure in the park brake accumulator had depleted over several days to the point where it was unable to prevent the aircraft from moving on the 1Â° slope.",Minor,Standing,-,-,-,0,145390,Fatalities: 0 / Occupants: 0,Embraer ERJ-145EP,Loganair,Aberdeen International Airport (ABZ/EGPD) -United Kingdom,,GCOL,Ground Collision,1
